H,M,S,draws
17,11,20,0.0012064516129032259
17,11,21,0.0012064516129032259
17,11,22,0.0012064516129032259
17,11,23,0.0012064516129032259
17,11,24,0.0012064516129032259
17,11,25,0.0012064516129032259
17,11,26,0.0012064516129032259
17,11,27,0.0012064516129032259
17,11,28,0.0012064516129032259
17,11,29,0.0012064516129032259
17,11,30,0.0006510752688172044
17,11,31,0.0006510752688172044
17,11,32,0.0006510752688172044
17,11,33,0.0006510752688172044
17,11,34,0.0006510752688172044
17,11,35,0.0006510752688172044
17,11,36,0.0006510752688172044
17,11,37,0.0006510752688172044
17,11,38,0.0006510752688172044
17,11,39,0.0006510752688172044
17,11,40,0.0006510752688172044
17,11,41,0.0006510752688172044
17,11,42,0.0006510752688172044
17,11,43,0.0006510752688172044
17,11,44,0.0006510752688172044
17,11,45,0.0006510752688172044
17,11,46,0.0006510752688172044
17,11,47,0.0006510752688172044
17,11,48,0.0006510752688172044
17,11,49,0.0006510752688172044
17,11,50,0.0006510752688172044
17,11,51,0.0006510752688172044
17,11,52,0.0006510752688172044
17,11,53,0.0006510752688172044
17,11,54,1.1234583749139e-310
17,11,55,1.1235678972777e-310
17,11,56,1.12367741964143e-310
17,11,57,1.1237869420052e-310
17,11,58,1.12389646436893e-310
17,11,59,1.1240059867327e-310
17,12,0,1.12411550909647e-310
17,12,1,1.12093936055733e-310
17,12,2,1.1210488829211e-310
17,12,3,1.1211584052849e-310
17,12,4,1.1212679276486e-310
17,12,5,1.12137745001237e-310
17,12,6,1.1214869723761e-310
17,12,7,1.1215964947399e-310
17,12,8,1.12170601710366e-310
17,12,9,1.1218155394675e-310
17,12,10,1.1219250618313e-310
17,12,11,1.12203458419505e-310
17,12,12,1.1221441065588e-310
17,12,13,1.1222536289227e-310
17,12,14,1.12236315128644e-310
17,12,15,1.1224726736502e-310
17,12,16,1.12258219601394e-310
17,12,17,1.12269171837773e-310
17,12,18,1.1228012407415e-310
17,12,19,1.12291076310523e-310
17,12,20,1.12302028546903e-310
17,12,21,1.12312980783277e-310
17,12,22,1.1232393301965e-310
17,12,23,1.12334885256027e-310
17,12,24,1.12345837492406e-310
17,12,25,0.0009317204301075269
17,12,26,0.0009317204301075269
17,12,27,0.0009317204301075269
17,12,28,0.0009317204301075269
17,12,29,0.0009317204301075269
17,12,30,0.0009317204301075269
17,12,31,0.0009317204301075269
17,12,32,0.0009317204301075269
17,12,33,0.0009317204301075269
17,12,34,0.0009317204301075269
17,12,35,0.0009317204301075269
17,12,36,1.1214873866878e-310
17,12,37,1.1215969096573e-310
17,12,38,1.121706431464e-310
17,12,39,1.12181595382777e-310
17,12,40,1.1219254761908e-310
17,12,41,1.12203499855457e-310
17,12,42,1.12214452091837e-310
17,12,43,1.1222540432821e-310
17,12,44,1.1223635685274e-310
17,12,45,1.122473088071e-310
17,12,46,1.122582196018e-310
17,12,47,1.12269171838174e-310
17,12,48,1.12280124074563e-310
17,12,49,0.0002435483870967742
17,12,50,0.0002435483870967742
17,12,51,0.0002435483870967742
17,12,52,0.0002435483870967742
17,12,53,0.0002435483870967742
17,12,54,0.0002435483870967742
17,12,55,0.0002435483870967742
17,12,56,0.0002435483870967742
17,12,57,0.0002435483870967742
17,12,58,0.0002435483870967742
17,12,59,0.0002435483870967742
17,13,0,1.12411550911055e-310
17,13,1,1.1209393605714e-310
17,13,2,1.12104888293516e-310
17,13,3,1.1211584052989e-310
17,13,4,1.1212679276627e-310
17,13,5,1.12137745002645e-310
17,13,6,1.1214869723902e-310
17,13,7,1.121596494754e-310
17,13,8,1.12170601711774e-310
17,13,9,1.1218155394815e-310
17,13,10,1.12192506184524e-310
17,13,11,1.12203458420903e-310
17,13,12,1.1221441065729e-310
17,13,13,1.12225362893663e-310
17,13,14,1.12236315130042e-310
17,13,15,1.12247267366417e-310
17,13,16,1.122582196028e-310
17,13,17,1.1226917183918e-310
17,13,18,1.12280124075556e-310
17,13,19,0.0005897849462365591
17,13,20,0.0005897849462365591
17,13,21,0.0005897849462365591
17,13,22,0.0005897849462365591
17,13,23,0.0005897849462365591
17,13,24,0.0005897849462365591
17,13,25,0.0005897849462365591
17,13,26,0.0005897849462365591
17,13,27,0.0005897849462365591
17,13,28,0.0005897849462365591
17,13,29,0.0005897849462365591
17,13,30,0.0005897849462365591
17,13,31,0.0005897849462365591
17,13,32,0.0005897849462365591
17,13,33,0.0005897849462365591
17,13,34,0.0005897849462365591
17,13,35,0.0005897849462365591
17,13,36,0.0005897849462365591
17,13,37,0.0005897849462365591
17,13,38,0.0005897849462365591
17,13,39,0.0005897849462365591
17,13,40,0.0005897849462365591
17,13,41,0.0005897849462365591
17,13,42,0.0005897849462365591
17,13,43,0.0005897849462365591
17,13,44,0.0005897849462365591
17,13,45,0.0005897849462365591
17,13,46,0.0005897849462365591
17,13,47,0.0005897849462365591
17,13,48,0.0005897849462365591
17,13,49,0.0005897849462365591
17,13,50,0.0005897849462365591
17,13,51,0.0005897849462365591
17,13,52,0.0005897849462365591
17,13,53,0.0005897849462365591
17,13,54,0.0005897849462365591
17,13,55,0.0005897849462365591
17,13,56,0.0005897849462365591
17,13,57,0.0005897849462365591
17,13,58,0.0005897849462365591
17,13,59,0.0005897849462365591
17,14,0,0.0005897849462365591
17,14,1,0.0005897849462365591
17,14,2,0.0005897849462365591
17,14,3,0.0005897849462365591
17,14,4,0.0005897849462365591
17,14,5,0.0005897849462365591
17,14,6,0.0005897849462365591
17,14,7,0.0005897849462365591
17,14,8,0.0005897849462365591
17,14,9,0.0005897849462365591
17,14,10,0.0005897849462365591
17,14,11,0.0005897849462365591
17,14,12,0.0005897849462365591
17,14,13,0.0005897849462365591
17,14,14,0.0005897849462365591
17,14,15,0.0005897849462365591
17,14,16,0.0005897849462365591
17,14,17,0.0005897849462365591
17,14,18,0.0005897849462365591
17,14,19,0.0005897849462365591
17,14,20,0.0005897849462365591
17,14,21,0.0005897849462365591
17,14,22,0.0005897849462365591
17,14,23,0.0005897849462365591
17,14,24,0.0005897849462365591
17,14,25,0.001370967741935484
17,14,26,0.001370967741935484
17,14,27,0.001370967741935484
17,14,28,0.001370967741935484
17,14,29,0.001370967741935484
17,14,30,0.0002887096774193549
17,14,31,0.0002887096774193549
17,14,32,0.0002887096774193549
17,14,33,0.0002887096774193549
17,14,34,0.0002887096774193549
17,14,35,0.0002887096774193549
17,14,36,0.0002887096774193549
17,14,37,0.0002887096774193549
17,14,38,0.0002887096774193549
17,14,39,0.0002887096774193549
17,14,40,0.0002887096774193549
17,14,41,0.0002887096774193549
17,14,42,0.0002887096774193549
17,14,43,0.0002887096774193549
17,14,44,0.0002887096774193549
17,14,45,0.0002887096774193549
17,14,46,0.0002887096774193549
17,14,47,0.0002887096774193549
17,14,48,0.0002887096774193549
17,14,49,0.0002887096774193549
17,14,50,0.0002887096774193549
17,14,51,0.0002887096774193549
17,14,52,0.0002887096774193549
17,14,53,0.0002887096774193549
17,14,54,0.0002887096774193549
17,14,55,0.0005768817204301076
17,14,56,0.0005768817204301076
17,14,57,0.0005768817204301076
17,14,58,0.0005768817204301076
17,14,59,0.0005768817204301076
17,15,0,0.0005768817204301076
17,15,1,0.0005768817204301076
17,15,2,0.0005768817204301076
17,15,3,0.0005768817204301076
17,15,4,0.0005768817204301076
17,15,5,0.0005768817204301076
17,15,6,0.0005768817204301076
17,15,7,0.0005768817204301076
17,15,8,0.0005768817204301076
17,15,9,0.0005768817204301076
17,15,10,0.0005768817204301076
17,15,11,0.0005768817204301076
17,15,12,1.12214410660094e-310
17,15,13,0.0005274193548387096
17,15,14,0.0005274193548387096
17,15,15,0.0005274193548387096
17,15,16,0.0005274193548387096
17,15,17,0.0005274193548387096
17,15,18,0.0005274193548387096
17,15,19,0.0005274193548387096
17,15,20,0.0005274193548387096
17,15,21,0.0005274193548387096
17,15,22,0.0005274193548387096
17,15,23,0.0005274193548387096
17,15,24,0.0005274193548387096
17,15,25,0.0005274193548387096
17,15,26,0.0005274193548387096
17,15,27,0.0005274193548387096
17,15,28,0.0005274193548387096
17,15,29,0.0005274193548387096
17,15,30,1.12411550914884e-310
17,15,31,1.1209393606097e-310
17,15,32,1.12104888297345e-310
17,15,33,1.12115840533725e-310
17,15,34,1.1212679277011e-310
17,15,35,1.12137745006484e-310
17,15,36,1.12148738673005e-310
17,15,37,1.12159690969952e-310
17,15,38,1.12170643150626e-310
17,15,39,1.12181595387e-310
17,15,40,1.12192547623307e-310
17,15,41,1.1220349985968e-310
17,15,42,1.12214452096056e-310
17,15,43,1.12225404332436e-310
17,15,44,1.1223635685696e-310
17,15,45,1.12247308811326e-310
17,15,46,1.12258219606023e-310
17,15,47,1.122691718424e-310
17,15,48,1.12280124078782e-310
17,15,49,1.1229107631516e-310
17,15,50,1.12302028551463e-310
17,15,51,1.12312980787823e-310
17,15,52,1.12323933024267e-310
17,15,53,1.12334885260646e-310
17,15,54,1.1234583749702e-310
17,15,55,1.12356789733396e-310
17,15,56,1.12367741969775e-310
17,15,57,1.1237869420615e-310
17,15,58,1.12389646442525e-310
17,15,59,1.124005986789e-310
17,16,0,1.1241155091528e-310
17,16,1,1.12093936061366e-310
17,16,2,1.1210488829774e-310
17,16,3,1.12115840534115e-310
17,16,4,1.1212679277049e-310
17,16,5,1.1213774500687e-310
17,16,6,1.12148697243244e-310
17,16,7,1.1215964947962e-310
17,16,8,1.12170601716e-310
17,16,9,1.12181553952373e-310
17,16,10,1.1219250618875e-310
17,16,11,1.12203458425123e-310
17,16,12,1.122144106615e-310
17,16,13,1.12225362897877e-310
17,16,14,1.1223631513425e-310
17,16,15,1.1224726737063e-310
17,16,16,1.12258219607006e-310
17,16,17,1.1226917184338e-310
17,16,18,1.12280124079756e-310
17,16,19,0.00039139784946236555
17,16,20,0.00039139784946236555
17,16,21,0.00039139784946236555
17,16,22,0.00039139784946236555
17,16,23,0.00039139784946236555
17,16,24,0.00039139784946236555
17,16,25,0.00039139784946236555
17,16,26,0.00039139784946236555
17,16,27,0.00039139784946236555
17,16,28,0.00039139784946236555
17,16,29,0.00039139784946236555
17,16,30,0.00039139784946236555
17,16,31,0.00039139784946236555
17,16,32,0.00039139784946236555
17,16,33,0.00039139784946236555
17,16,34,0.00039139784946236555
17,16,35,0.00039139784946236555
17,16,36,0.00039139784946236555
17,16,37,0.00039139784946236555
17,16,38,0.00039139784946236555
17,16,39,0.00039139784946236555
17,16,40,0.00039139784946236555
17,16,41,0.00039139784946236555
17,16,42,0.00039139784946236555
17,16,43,0.00039139784946236555
17,16,44,0.00039139784946236555
17,16,45,0.00039139784946236555
17,16,46,0.00039139784946236555
17,16,47,0.00039139784946236555
17,16,48,1.1228012408019e-310
17,16,49,1.1229107631657e-310
17,16,50,1.1230202855287e-310
17,16,51,1.1231298078923e-310
17,16,52,1.12323933025675e-310
17,16,53,1.12334885262054e-310
17,16,54,1.1234583749843e-310
17,16,55,1.12356789734804e-310
17,16,56,1.1236774197118e-310
17,16,57,1.1237869420756e-310
17,16,58,1.12389646443933e-310
17,16,59,1.1240059868031e-310
17,17,0,1.12411550916687e-310
17,17,1,1.1209393606277e-310
17,17,2,1.1210488829915e-310
17,17,3,1.12115840535523e-310
17,17,4,1.121267927719e-310
17,17,5,1.1213774500828e-310
17,17,6,1.1214869724465e-310
17,17,7,1.12159649481027e-310
17,17,8,1.121706017174e-310
17,17,9,1.1218155395378e-310
17,17,10,1.12192506190156e-310
17,17,11,1.1220345842653e-310
17,17,12,1.1221441066291e-310
17,17,13,0.0008349462365591398
17,17,14,0.0008349462365591398
17,17,15,0.0008349462365591398
17,17,16,0.0008349462365591398
17,17,17,0.0008349462365591398
17,17,18,0.0008349462365591398
17,17,19,0.0008349462365591398
17,17,20,0.0008349462365591398
17,17,21,0.0008349462365591398
17,17,22,0.0008349462365591398
17,17,23,0.0008349462365591398
17,17,24,0.0008349462365591398
17,17,25,0.0008349462365591398
17,17,26,0.0008349462365591398
17,17,27,0.0008349462365591398
17,17,28,0.0008349462365591398
17,17,29,0.0008349462365591398
17,17,30,0.0008349462365591398
17,17,31,0.0008349462365591398
17,17,32,0.0008349462365591398
17,17,33,0.0008349462365591398
17,17,34,0.0008349462365591398
17,17,35,0.0008349462365591398
17,17,36,0.00047795698924731186
17,17,37,0.00047795698924731186
17,17,38,0.00047795698924731186
17,17,39,0.00047795698924731186
17,17,40,0.00047795698924731186
17,17,41,0.00047795698924731186
17,17,42,0.00047795698924731186
17,17,43,0.00047795698924731186
17,17,44,0.00047795698924731186
17,17,45,0.00047795698924731186
17,17,46,0.00047795698924731186
17,17,47,0.00047795698924731186
17,17,48,0.00047795698924731186
17,17,49,0.00047795698924731186
17,17,50,0.00047795698924731186
17,17,51,0.00047795698924731186
17,17,52,0.00047795698924731186
17,17,53,0.00047795698924731186
17,17,54,1.12345837499837e-310
17,17,55,1.1235678973621e-310
17,17,56,1.12367741972587e-310
17,17,57,1.12378694208966e-310
17,17,58,1.1238964644534e-310
17,17,59,1.12400598681716e-310
17,18,0,1.1241155091809e-310
17,18,1,1.12093936064177e-310
17,18,2,1.12104888300557e-310
17,18,3,1.1211584053693e-310
17,18,4,1.12126792773306e-310
17,18,5,1.12137745009686e-310
17,18,6,1.1214869724606e-310
17,18,7,1.12159649482435e-310
17,18,8,1.1217060171881e-310
17,18,9,1.1218155395519e-310
17,18,10,1.12192506191564e-310
17,18,11,1.1220345842794e-310
17,18,12,1.1221441066432e-310
17,18,13,0.0009010752688172043
17,18,14,0.0009010752688172043
17,18,15,0.0009010752688172043
17,18,16,0.0009010752688172043
17,18,17,0.0009010752688172043
17,18,18,0.0009010752688172043
17,18,19,0.0009010752688172043
17,18,20,0.0009010752688172043
17,18,21,0.0009010752688172043
17,18,22,0.0009010752688172043
17,18,23,0.0009010752688172043
17,18,24,0.0009010752688172043
17,18,25,0.0009010752688172043
17,18,26,0.0009010752688172043
17,18,27,0.0009010752688172043
17,18,28,0.0009010752688172043
17,18,29,0.0009010752688172043
17,18,30,0.0009010752688172043
17,18,31,0.0009010752688172043
17,18,32,0.0009010752688172043
17,18,33,0.0009010752688172043
17,18,34,0.0009010752688172043
17,18,35,0.0009010752688172043
17,18,36,0.0009010752688172043
17,18,37,0.0009010752688172043
17,18,38,0.0009010752688172043
17,18,39,0.0009010752688172043
17,18,40,0.0009010752688172043
17,18,41,0.0009010752688172043
17,18,42,0.0009010752688172043
17,18,43,0.0009010752688172043
17,18,44,0.0009010752688172043
17,18,45,0.0009010752688172043
17,18,46,0.0009010752688172043
17,18,47,0.0009010752688172043
17,18,48,0.0009010752688172043
17,18,49,0.0009010752688172043
17,18,50,0.0009010752688172043
17,18,51,0.0009010752688172043
17,18,52,0.0009010752688172043
17,18,53,0.0009010752688172043
17,18,54,0.0009010752688172043
17,18,55,0.0009010752688172043
17,18,56,0.0009010752688172043
17,18,57,0.0009010752688172043
17,18,58,0.0009010752688172043
17,18,59,0.0009010752688172043
17,19,0,0.0009010752688172043
17,19,1,0.0009010752688172043
17,19,2,0.0009010752688172043
17,19,3,0.0009010752688172043
17,19,4,0.0009010752688172043
17,19,5,0.0009010752688172043
17,19,6,0.0009010752688172043
17,19,7,0.001053763440860215
17,19,8,0.001053763440860215
17,19,9,0.001053763440860215
17,19,10,0.001053763440860215
17,19,11,0.001053763440860215
17,19,12,0.0009010752688172043
17,19,13,0.0009010752688172043
17,19,14,0.0009010752688172043
17,19,15,0.0009010752688172043
17,19,16,0.0009010752688172043
17,19,17,0.0009010752688172043
17,19,18,1.1228012408398e-310
17,19,19,1.12291076320355e-310
17,19,20,1.12302028556734e-310
17,19,21,1.1231298079311e-310
17,19,22,1.12323933029484e-310
17,19,23,1.12334885265864e-310
17,19,24,1.1234583750224e-310
17,19,25,1.12356789738613e-310
17,19,26,1.12367741974993e-310
17,19,27,1.12378694211367e-310
17,19,28,1.1238964644774e-310
17,19,29,1.12400598684117e-310
17,19,30,1.12411550920506e-310
17,19,31,1.12093936066593e-310
17,19,32,1.1210488830297e-310
17,19,33,1.1211584053934e-310
17,19,34,1.1212679277574e-310
17,19,35,1.12137745012116e-310
17,19,36,1.1214873867864e-310
17,19,37,1.1215969097558e-310
17,19,38,1.12170643156254e-310
17,19,39,1.1218159539263e-310
17,19,40,1.12192547628934e-310
17,19,41,1.12203499865314e-310
17,19,42,1.1221445210169e-310
17,19,43,1.12225404338063e-310
17,19,44,1.1223635686259e-310
17,19,45,1.1224730881696e-310
17,19,46,1.1225821961165e-310
17,19,47,1.1226917184803e-310
17,19,48,1.12280124084415e-310
17,19,49,1.1229107632079e-310
17,19,50,1.12302028557095e-310
17,19,51,1.1231298079345e-310
17,19,52,1.123239330299e-310
17,19,53,1.12334885266274e-310
17,19,54,1.12345837502653e-310
17,19,55,1.1235678973903e-310
17,19,56,1.12367741975403e-310
17,19,57,1.1237869421178e-310
17,19,58,1.12389646448157e-310
17,19,59,1.1240059868453e-310
17,20,0,1.12411550920907e-310
17,20,1,1.12093936066993e-310
17,20,2,1.1210488830337e-310
17,20,3,1.12115840539747e-310
17,20,4,1.1212679277612e-310
17,20,5,1.12137745012497e-310
17,20,6,1.12148697248877e-310
17,20,7,1.1215964948525e-310
17,20,8,1.12170601721626e-310
17,20,9,1.12181553958e-310
17,20,10,1.1219250619438e-310
17,20,11,1.12203458430755e-310
17,20,12,1.1221441066713e-310
17,20,13,1.1222536290351e-310
17,20,14,1.12236315139884e-310
17,20,15,1.1224726737626e-310
17,20,16,1.1225821961264e-310
17,20,17,1.12269171849013e-310
17,20,18,1.1228012408539e-310
17,20,19,1.12291076321763e-310
17,20,20,1.12302028558143e-310
17,20,21,1.12312980794517e-310
17,20,22,1.1232393303089e-310
17,20,23,1.1233488526727e-310
17,20,24,1.12345837503646e-310
17,20,25,1.1235678974002e-310
17,20,26,1.12367741976396e-310
17,20,27,1.12378694212776e-310
17,20,28,1.1238964644915e-310
17,20,29,1.12400598685525e-310
17,20,30,1.12411550921905e-310
17,20,31,1.12093936067986e-310
17,20,32,1.12104888304366e-310
17,20,33,1.1211584054075e-310
17,20,34,1.12126792777135e-310
17,20,35,1.12137745013515e-310
17,20,36,1.12148738680036e-310
17,20,37,0.00015806451612903225
17,20,38,0.00015806451612903225
17,20,39,0.00015806451612903225
17,20,40,0.00015806451612903225
17,20,41,0.00015806451612903225
17,20,42,0.00015806451612903225
17,20,43,0.00015806451612903225
17,20,44,0.00015806451612903225
17,20,45,0.00015806451612903225
17,20,46,0.00015806451612903225
17,20,47,0.00015806451612903225
17,20,48,0.00015806451612903225
17,20,49,0.00015806451612903225
17,20,50,0.00015806451612903225
17,20,51,0.00015806451612903225
17,20,52,0.00015806451612903225
17,20,53,0.00015806451612903225
17,20,54,0.00015806451612903225
17,20,55,0.00015806451612903225
17,20,56,0.00015806451612903225
17,20,57,0.00015806451612903225
17,20,58,0.00015806451612903225
17,20,59,0.00015806451612903225
17,21,0,0.00015806451612903225
17,21,1,0.0024327956989247308
17,21,2,0.0024327956989247308
17,21,3,0.0024327956989247308
17,21,4,0.0024327956989247308
17,21,5,0.0024327956989247308
17,21,6,0.0024327956989247308
17,21,7,0.0024892473118279567
17,21,8,0.0024892473118279567
17,21,9,0.0024892473118279567
17,21,10,0.0024892473118279567
17,21,11,0.0024892473118279567
17,21,12,0.0024327956989247308
17,21,13,0.0024327956989247308
17,21,14,0.0024327956989247308
17,21,15,0.0024327956989247308
17,21,16,0.0024327956989247308
17,21,17,0.0024327956989247308
17,21,18,0.0024327956989247308
17,21,19,0.0024327956989247308
17,21,20,0.0024327956989247308
17,21,21,0.0024327956989247308
17,21,22,0.0024327956989247308
17,21,23,0.0024327956989247308
17,21,24,0.0024327956989247308
17,21,25,0.002454301075268817
17,21,26,0.002454301075268817
17,21,27,0.002454301075268817
17,21,28,0.002454301075268817
17,21,29,0.002454301075268817
17,21,30,0.002454301075268817
17,21,31,0.002454301075268817
17,21,32,0.002454301075268817
17,21,33,0.002454301075268817
17,21,34,0.002454301075268817
17,21,35,0.002454301075268817
17,21,36,0.002454301075268817
17,21,37,0.002454301075268817
17,21,38,0.002454301075268817
17,21,39,0.002454301075268817
17,21,40,0.002454301075268817
17,21,41,0.002454301075268817
17,21,42,0.002454301075268817
17,21,43,0.002454301075268817
17,21,44,0.002454301075268817
17,21,45,0.002454301075268817
17,21,46,0.002454301075268817
17,21,47,0.002454301075268817
17,21,48,0.002454301075268817
17,21,49,0.002454301075268817
17,21,50,0.002454301075268817
17,21,51,0.002454301075268817
17,21,52,0.002454301075268817
17,21,53,0.002454301075268817
17,21,54,0.002454301075268817
17,21,55,0.002454301075268817
17,21,56,0.002454301075268817
17,21,57,0.002454301075268817
17,21,58,0.002454301075268817
17,21,59,0.002454301075268817
17,22,0,0.002454301075268817
17,22,1,0.002454301075268817
17,22,2,0.002454301075268817
17,22,3,0.002454301075268817
17,22,4,0.002454301075268817
17,22,5,0.002454301075268817
17,22,6,0.002454301075268817
17,22,7,0.002454301075268817
17,22,8,0.002454301075268817
17,22,9,0.002454301075268817
17,22,10,0.002454301075268817
17,22,11,0.002454301075268817
17,22,12,0.002454301075268817
17,22,13,0.002454301075268817
17,22,14,0.002454301075268817
17,22,15,0.002454301075268817
17,22,16,0.002454301075268817
17,22,17,0.002454301075268817
17,22,18,0.002454301075268817
17,22,19,0.002454301075268817
17,22,20,0.002454301075268817
17,22,21,0.002454301075268817
17,22,22,0.002454301075268817
17,22,23,0.002454301075268817
17,22,24,0.002296236559139785
17,22,25,0.002296236559139785
17,22,26,0.002296236559139785
17,22,27,0.002296236559139785
17,22,28,0.002296236559139785
17,22,29,0.002296236559139785
17,22,30,0.002296236559139785
17,22,31,0.002296236559139785
17,22,32,0.002296236559139785
17,22,33,0.002296236559139785
17,22,34,0.002296236559139785
17,22,35,0.002296236559139785
17,22,36,0.002296236559139785
17,22,37,0.002296236559139785
17,22,38,0.002296236559139785
17,22,39,0.002296236559139785
17,22,40,0.002296236559139785
17,22,41,0.002296236559139785
17,22,42,0.002296236559139785
17,22,43,0.002296236559139785
17,22,44,0.002296236559139785
17,22,45,0.002296236559139785
17,22,46,0.002296236559139785
17,22,47,0.002296236559139785
17,22,48,0.002296236559139785
17,22,49,0.002296236559139785
17,22,50,0.002296236559139785
17,22,51,0.002296236559139785
17,22,52,0.002296236559139785
17,22,53,0.002296236559139785
17,22,54,0.002017741935483871
17,22,55,0.002017741935483871
17,22,56,0.002017741935483871
17,22,57,0.002017741935483871
17,22,58,0.002017741935483871
17,22,59,0.002017741935483871
17,23,0,0.002017741935483871
17,23,1,0.003713978494623656
17,23,2,0.003713978494623656
17,23,3,0.003713978494623656
17,23,4,0.003713978494623656
17,23,5,0.003713978494623656
17,23,6,0.003713978494623656
17,23,7,0.003713978494623656
17,23,8,0.003713978494623656
17,23,9,0.003713978494623656
17,23,10,0.003713978494623656
17,23,11,0.003713978494623656
17,23,12,0.0029983870967741936
17,23,13,0.0029983870967741936
17,23,14,0.0029983870967741936
17,23,15,0.0029983870967741936
17,23,16,0.0029983870967741936
17,23,17,0.0029983870967741936
17,23,18,0.0029983870967741936
17,23,19,0.0029983870967741936
17,23,20,0.0029983870967741936
17,23,21,0.0029983870967741936
17,23,22,0.0029983870967741936
17,23,23,0.0029983870967741936
17,23,24,0.0029983870967741936
17,23,25,0.0029983870967741936
17,23,26,0.0029983870967741936
17,23,27,0.0029983870967741936
17,23,28,0.0029983870967741936
17,23,29,0.0029983870967741936
17,23,30,0.0029768817204301073
17,23,31,0.0029768817204301073
17,23,32,0.0029768817204301073
17,23,33,0.0029768817204301073
17,23,34,0.0029768817204301073
17,23,35,0.0029768817204301073
17,23,36,0.0029768817204301073
17,23,37,0.0029768817204301073
17,23,38,0.0029768817204301073
17,23,39,0.0029768817204301073
17,23,40,0.0029768817204301073
17,23,41,0.0029768817204301073
17,23,42,0.0029768817204301073
17,23,43,0.0029768817204301073
17,23,44,0.0029768817204301073
17,23,45,0.0029768817204301073
17,23,46,0.0029768817204301073
17,23,47,0.0029768817204301073
17,23,48,0.0029768817204301073
17,23,49,0.0029768817204301073
17,23,50,0.0029768817204301073
17,23,51,0.0029768817204301073
17,23,52,0.0029768817204301073
17,23,53,0.0029768817204301073
17,23,54,0.0029768817204301073
17,23,55,0.00309247311827957
17,23,56,0.00309247311827957
17,23,57,0.00309247311827957
17,23,58,0.00309247311827957
17,23,59,0.00309247311827957
17,24,0,0.0029768817204301073
17,24,1,0.0029768817204301073
17,24,2,0.0029768817204301073
17,24,3,0.0029768817204301073
17,24,4,0.0029768817204301073
17,24,5,0.0029768817204301073
17,24,6,0.0029768817204301073
17,24,7,0.0029768817204301073
17,24,8,0.0029768817204301073
17,24,9,0.0029768817204301073
17,24,10,0.0029768817204301073
17,24,11,0.0029768817204301073
17,24,12,0.001996236559139785
17,24,13,0.001996236559139785
17,24,14,0.001996236559139785
17,24,15,0.001996236559139785
17,24,16,0.001996236559139785
17,24,17,0.001996236559139785
17,24,18,0.001996236559139785
17,24,19,0.001996236559139785
17,24,20,0.001996236559139785
17,24,21,0.001996236559139785
17,24,22,0.001996236559139785
17,24,23,0.001996236559139785
17,24,24,0.001996236559139785
17,24,25,0.001996236559139785
17,24,26,0.001996236559139785
17,24,27,0.001996236559139785
17,24,28,0.001996236559139785
17,24,29,0.001996236559139785
17,24,30,0.001996236559139785
17,24,31,0.001996236559139785
17,24,32,0.001996236559139785
17,24,33,0.001996236559139785
17,24,34,0.001996236559139785
17,24,35,0.001996236559139785
17,24,36,0.001996236559139785
17,24,37,0.001996236559139785
17,24,38,0.001996236559139785
17,24,39,0.001996236559139785
17,24,40,0.001996236559139785
17,24,41,0.001996236559139785
17,24,42,0.001996236559139785
17,24,43,0.001996236559139785
17,24,44,0.001996236559139785
17,24,45,0.001996236559139785
17,24,46,0.001996236559139785
17,24,47,0.001996236559139785
17,24,48,0.001996236559139785
17,24,49,0.001996236559139785
17,24,50,0.001996236559139785
17,24,51,0.001996236559139785
17,24,52,0.001996236559139785
17,24,53,0.001996236559139785
17,24,54,0.001996236559139785
17,24,55,0.003149462365591398
17,24,56,0.003149462365591398
17,24,57,0.003149462365591398
17,24,58,0.003149462365591398
17,24,59,0.003149462365591398
17,25,0,0.001996236559139785
17,25,1,0.001996236559139785
17,25,2,0.001996236559139785
17,25,3,0.001996236559139785
17,25,4,0.001996236559139785
17,25,5,0.001996236559139785
17,25,6,0.001996236559139785
17,25,7,0.001996236559139785
17,25,8,0.001996236559139785
17,25,9,0.001996236559139785
17,25,10,0.001996236559139785
17,25,11,0.001996236559139785
17,25,12,0.001996236559139785
17,25,13,0.001996236559139785
17,25,14,0.001996236559139785
17,25,15,0.001996236559139785
17,25,16,0.001996236559139785
17,25,17,0.001996236559139785
17,25,18,0.001996236559139785
17,25,19,0.001996236559139785
17,25,20,0.001996236559139785
17,25,21,0.001996236559139785
17,25,22,0.001996236559139785
17,25,23,0.001996236559139785
17,25,24,0.001996236559139785
17,25,25,0.001996236559139785
17,25,26,0.001996236559139785
17,25,27,0.001996236559139785
17,25,28,0.001996236559139785
17,25,29,0.001996236559139785
17,25,30,0.001996236559139785
17,25,31,0.001996236559139785
17,25,32,0.001996236559139785
17,25,33,0.001996236559139785
17,25,34,0.001996236559139785
17,25,35,0.001996236559139785
17,25,36,0.001996236559139785
17,25,37,0.001996236559139785
17,25,38,0.001996236559139785
17,25,39,0.001996236559139785
17,25,40,0.001996236559139785
17,25,41,0.001996236559139785
17,25,42,0.001996236559139785
17,25,43,0.001996236559139785
17,25,44,0.001996236559139785
17,25,45,0.001996236559139785
17,25,46,0.001996236559139785
17,25,47,0.001996236559139785
17,25,48,0.001996236559139785
17,25,49,0.0023387096774193546
17,25,50,0.0023387096774193546
17,25,51,0.0023387096774193546
17,25,52,0.0023387096774193546
17,25,53,0.0023387096774193546
